(101, 1221, 1171, 844)
(1001, 1021, 1277, 1134)
(1001, 821, 1399, 430)
(10001, 821, 1447, 600)
(1001, 421, 1481, 1080)
(1001, 821, 1543, 1477)
(101, 221, 1609, 240)
(10001, 1221, 1637, 432)
(10001, 621, 1787, 258)
(10001, 421, 1873, 866)
(101, 1021, 1993, 1096)
(1001, 1021, 2039, 1953)
(101, 221, 2207, 1776)
(101, 21, 2333, 1328)
(1001, 1221, 2411, 651)
(10001, 1221, 2467, 2459)
(101, 1221, 2543, 71)
(10001, 21, 2617, 1564)
(1001, 1021, 2659, 2169)
(10001, 1021, 2693, 136)
(10001, 821, 2729, 779)
(1001, 421, 2797, 1588)
(101, 621, 2897, 2328)
(10001, 221, 2939, 403)
(101, 21, 1171, 1048)
(1001, 1221, 1277, 61)
(1001, 1021, 1399, 634)
(1001, 621, 1481, 1284)
(101, 21, 1553, 1313)
(101, 421, 1609, 444)
(10001, 21, 1637, 636)
(10001, 621, 1873, 1070)
(1001, 1221, 2039, 118)
(101, 421, 2207, 1980)
(10001, 1221, 2357, 1948)
(1001, 21, 2411, 855)
(101, 21, 2543, 275)
(10001, 221, 2617, 1768)
(101, 821, 2687, 1540)
(10001, 1021, 2729, 983)
(1001, 621, 2797, 1792)
(101, 821, 2897, 2532)
(10001, 421, 2939, 607)
(1001, 21, 1277, 265)
(1001, 1221, 1399, 838)
(10001, 1221, 1447, 1008)
(1001, 821, 1481, 7)
(1001, 621, 1511, 953)
(101, 221, 1553, 1517)
(101, 621, 1609, 648)
(10001, 21, 1697, 30)
(1001, 1021, 1733, 561)
(10001, 1021, 1787, 666)
(10001, 821, 1873, 1274)
(101, 21, 1993, 1504)
(1001, 21, 2039, 322)
(10001, 21, 2357, 2152)
(1001, 221, 2411, 1059)
(10001, 221, 2467, 400)
(101, 221, 2543, 479)
(10001, 421, 2617, 1972)
(1001, 21, 2659, 2577)
(10001, 21, 2693, 544)
(10001, 421, 2789, 416)
(101, 1021, 2897, 2736)
(101, 21, 2969, 2064)
(1001, 21, 1399, 1042)
(10001, 21, 1447, 1212)
(1001, 821, 1511, 1157)
(10001, 821, 1567, 204)
(101, 821, 1609, 852)
(10001, 421, 1637, 1044)
(10001, 221, 1697, 234)
(10001, 621, 1759, 1106)
(10001, 1021, 1873, 1478)
(1001, 221, 2039, 526)
(10001, 1221, 2267, 618)
(1001, 421, 2411, 1263)
(10001, 421, 2467, 604)
(101, 421, 2543, 683)
(10001, 221, 2693, 748)
(10001, 21, 2729, 1391)
(101, 1221, 2897, 43)
(101, 621, 1171, 489)
(1001, 421, 1277, 673)
(1001, 221, 1399, 1246)
(10001, 221, 1447, 1416)
(1001, 1221, 1481, 415)
(101, 1021, 1609, 1056)
(101, 821, 1657, 182)
(10001, 421, 1697, 438)
(10001, 821, 1759, 1310)
(10001, 1221, 1873, 1682)
(101, 421, 1993, 1912)
(1001, 421, 2039, 730)
(101, 1021, 2207, 385)
(101, 1221, 2383, 1198)
(10001, 621, 2467, 808)
(101, 621, 2543, 887)
(10001, 821, 2617, 2380)
(10001, 1221, 2683, 2230)
(10001, 221, 2729, 1595)
(101, 21, 2897, 247)
(101, 421, 2969, 2472)
(101, 821, 1171, 693)
(1001, 621, 1277, 877)
(1001, 421, 1399, 51)
(10001, 421, 1447, 173)
(1001, 21, 1481, 619)
(10001, 1221, 1567, 612)
(101, 1221, 1609, 1260)
(10001, 821, 1637, 1452)
(10001, 621, 1697, 642)
(10001, 21, 1873, 13)
(101, 621, 1993, 123)
(1001, 221, 2143, 1628)
(10001, 221, 2267, 1026)
(1001, 421, 2351, 194)
(10001, 821, 2467, 1012)
(101, 821, 2543, 1091)
(10001, 1021, 2617, 2584)
(10001, 421, 2729, 1799)
(101, 221, 2897, 451)
(101, 621, 2969, 2676)
(101, 1021, 1171, 897)
(1001, 821, 1277, 1081)
(1001, 621, 1399, 255)
(10001, 621, 1447, 377)
(10001, 421, 1483, 1450)
(10001, 221, 1523, 660)
(10001, 21, 1567, 816)
(101, 21, 1609, 1464)
(10001, 821, 1697, 846)
(10001, 1221, 1759, 1718)
(10001, 221, 1873, 217)
(101, 821, 1993, 327)
(1001, 821, 2039, 1138)
(1001, 421, 2143, 1832)
(10001, 421, 2267, 1230)
(1001, 1021, 2411, 1875)
(10001, 1021, 2467, 1216)
(101, 1021, 2543, 1295)
(10001, 1221, 2617, 171)
(10001, 221, 2683, 2638)
(10001, 621, 2729, 2003)
(101, 821, 2969, 2880)
(101, 1221, 1171, 1101)
(1001, 1021, 1277, 8)
(1001, 821, 1399, 459)
(10001, 821, 1447, 581)
(101, 821, 1487, 1463)
(1001, 821, 1543, 1362)
(101, 221, 1609, 59)
(10001, 1021, 1697, 1050)
(10001, 21, 1759, 163)
(1001, 1021, 2039, 1342)
(10001, 621, 2267, 1434)
(1001, 821, 2351, 602)
(1001, 1221, 2411, 2079)
(10001, 1221, 2467, 1420)
(101, 1221, 2543, 1499)
(10001, 21, 2617, 375)
(10001, 421, 2683, 159)
(10001, 821, 2729, 2207)
(101, 621, 2897, 859)
(1001, 1221, 1277, 212)
(1001, 1021, 1399, 663)
(10001, 1021, 1447, 785)
(10001, 821, 1483, 375)
(1001, 421, 1511, 666)
(10001, 421, 1567, 1224)
(101, 421, 1609, 263)
(101, 221, 1657, 998)
(101, 21, 1699, 452)
(10001, 221, 1759, 367)
(101, 1221, 1993, 735)
(1001, 1221, 2039, 1546)
(1001, 821, 2143, 97)
(10001, 821, 2267, 1638)
(1001, 1021, 2351, 806)
(1001, 21, 2411, 2283)
(10001, 21, 2467, 1624)
(101, 21, 2543, 1703)
(10001, 221, 2617, 579)
(10001, 621, 2683, 363)
(10001, 1021, 2729, 2411)
(101, 821, 2897, 1063)
(101, 221, 1171, 338)
(1001, 1221, 1399, 867)
(10001, 1221, 1447, 989)
(10001, 1021, 1483, 579)
(10001, 821, 1523, 1272)
(101, 621, 1609, 467)
(101, 421, 1657, 1202)
(10001, 421, 1759, 571)
(101, 21, 1993, 939)
(1001, 21, 2039, 1750)
(1001, 1021, 2143, 301)
(10001, 1021, 2267, 1842)
(1001, 1221, 2351, 1010)
(1001, 221, 2411, 76)
(101, 221, 2543, 1907)
(10001, 421, 2617, 783)
(10001, 821, 2683, 567)
(10001, 1221, 2729, 2615)
(101, 1021, 2897, 1267)
(101, 21, 2969, 523)
(101, 421, 1171, 542)
(1001, 221, 1277, 620)
(1001, 21, 1399, 1071)
(10001, 21, 1447, 1193)
(1001, 1021, 1481, 158)
(1001, 821, 1511, 1074)
(10001, 821, 1567, 65)
(101, 821, 1609, 671)
(101, 621, 1657, 1406)
(101, 421, 1699, 860)
(10001, 621, 1759, 775)
(10001, 1021, 1873, 1033)
(101, 221, 1993, 1143)
(1001, 221, 2039, 1954)
(1001, 21, 2351, 1214)
(1001, 421, 2411, 280)
(10001, 421, 2467, 2032)
(101, 421, 2543, 2111)
(10001, 621, 2617, 987)
(10001, 1021, 2683, 771)
(10001, 21, 2729, 90)
(101, 1221, 2897, 1471)
(101, 221, 2969, 727)
(101, 621, 1171, 746)
(10001, 421, 1409, 972)
(10001, 221, 1447, 1397)
(10001, 21, 1483, 987)
(101, 1021, 1609, 875)
(101, 821, 1657, 1610)
(1001, 821, 1709, 1302)
(10001, 1221, 1873, 1237)
(101, 421, 1993, 1347)
(1001, 421, 2039, 119)
(1001, 21, 2143, 709)
(10001, 21, 2267, 2250)
(1001, 221, 2351, 1418)
(1001, 621, 2411, 484)
(10001, 621, 2467, 2236)
(101, 621, 2543, 2315)
(10001, 221, 2729, 294)
(101, 21, 2897, 1675)
(101, 421, 2969, 931)
(101, 821, 1171, 950)
(1001, 621, 1277, 1028)
(1001, 421, 1399, 80)
(10001, 421, 1447, 154)
(101, 421, 1487, 996)
(1001, 421, 1543, 839)
(101, 1221, 1609, 1079)
(10001, 621, 1697, 373)
(10001, 21, 1873, 1441)
(101, 621, 1993, 1551)
(1001, 621, 2039, 323)
(1001, 221, 2143, 913)
(10001, 221, 2267, 187)
(1001, 421, 2351, 1622)
(1001, 821, 2411, 688)
(101, 821, 2543, 2519)
(10001, 1021, 2617, 1395)
(10001, 421, 2729, 498)
(101, 221, 2897, 1879)
(101, 621, 2969, 1135)
(101, 1021, 1171, 1154)
(1001, 821, 1277, 1232)
(1001, 621, 1399, 284)
(10001, 621, 1447, 358)
(101, 621, 1487, 1200)
(101, 21, 1609, 1283)
(10001, 821, 1697, 577)
(10001, 1221, 1759, 1387)
(101, 821, 1993, 1755)
(1001, 821, 2039, 527)
(1001, 421, 2143, 1117)
(10001, 421, 2267, 391)
(1001, 621, 2351, 1826)
(1001, 1021, 2411, 892)
(10001, 1021, 2467, 177)
(101, 1021, 2543, 180)
(10001, 1221, 2617, 1599)
(10001, 221, 2683, 1383)
(10001, 621, 2729, 702)
(101, 421, 2897, 2083)
(101, 821, 2969, 1339)
(101, 1221, 1171, 187)
(1001, 1021, 1277, 159)
(10001, 821, 1447, 562)
(101, 821, 1487, 1404)
(1001, 821, 1543, 1247)
(101, 221, 1609, 1487)
(101, 1221, 1699, 1676)
(10001, 21, 1759, 1591)
(10001, 421, 1873, 1849)
(1001, 621, 2143, 1321)
(10001, 621, 2267, 595)
(1001, 821, 2351, 2030)
(1001, 1221, 2411, 1096)
(10001, 1221, 2467, 381)
(101, 1221, 2543, 384)
(10001, 21, 2617, 1803)
(10001, 421, 2683, 1587)
(10001, 821, 2729, 906)
(101, 621, 2897, 2287)
(101, 1021, 2969, 1543)
(1001, 1221, 1277, 363)
(1001, 1021, 1399, 692)
(10001, 1021, 1447, 766)
(10001, 821, 1483, 320)
(10001, 621, 1523, 973)
(101, 421, 1609, 82)
(101, 221, 1657, 769)
(101, 21, 1699, 181)
(10001, 221, 1759, 36)
(10001, 621, 1873, 180)
(101, 1221, 1993, 170)
(1001, 1221, 2039, 935)
(1001, 821, 2143, 1525)
(10001, 821, 2267, 799)
(1001, 1021, 2351, 2234)
(1001, 21, 2411, 1300)
(10001, 21, 2467, 585)
(101, 21, 2543, 588)
(10001, 221, 2617, 2007)
(10001, 621, 2683, 1791)
(101, 821, 2897, 2491)
(10001, 621, 1187, 424)
(1001, 1221, 1399, 896)
(10001, 1221, 1447, 970)
(10001, 1021, 1483, 524)
(1001, 621, 1511, 787)
(10001, 621, 1567, 1289)
(101, 621, 1609, 286)
(101, 421, 1657, 973)
(10001, 21, 1697, 1189)
(10001, 421, 1759, 240)
(101, 21, 1993, 374)
(1001, 21, 2039, 1139)
(10001, 1021, 2267, 1003)
(101, 821, 2383, 1263)
(10001, 221, 2467, 789)
(101, 221, 2543, 792)
(10001, 421, 2617, 2211)
(10001, 821, 2683, 1995)
(10001, 1221, 2729, 1314)
(101, 21, 2969, 1951)
(101, 421, 1171, 799)
(1001, 221, 1277, 771)
(10001, 21, 1447, 1174)
(10001, 1221, 1483, 728)
(10001, 821, 1567, 1493)
(101, 821, 1609, 490)
(101, 621, 1657, 1177)
(1001, 621, 1709, 817)
(10001, 621, 1759, 444)
(10001, 1021, 1873, 588)
(1001, 221, 2039, 1343)
(1001, 1221, 2143, 1933)
(10001, 1221, 2267, 1207)
(1001, 21, 2351, 291)
(1001, 421, 2411, 1708)
(10001, 421, 2467, 993)
(1001, 621, 2549, 2284)
(1001, 1021, 2633, 790)
(101, 1221, 2687, 2117)
(10001, 21, 2729, 1518)
(101, 1221, 2897, 2)
(101, 221, 2969, 2155)
(101, 621, 1171, 1003)
(1001, 421, 1277, 975)
(10001, 421, 1409, 991)
(1001, 1221, 1481, 309)
(10001, 1221, 1523, 62)
(101, 1021, 1609, 694)
(10001, 421, 1697, 1597)
(10001, 821, 1759, 648)
(10001, 1221, 1873, 792)
(1001, 421, 2039, 1547)
(1001, 21, 2143, 2137)
(101, 221, 2297, 1614)
(1001, 621, 2411, 1912)
(10001, 621, 2467, 1197)
(1001, 821, 2549, 2488)
(10001, 1221, 2683, 2403)
(10001, 221, 2729, 1722)
(101, 21, 2897, 206)
(101, 421, 2969, 2359)
(101, 821, 1171, 36)
(1001, 621, 1277, 1179)
(10001, 621, 1409, 1195)
(1001, 21, 1481, 513)
(1001, 1221, 1511, 1399)
(101, 1221, 1609, 898)
(101, 1021, 1657, 1585)
(1001, 1021, 1709, 1225)
(10001, 1021, 1759, 852)
(10001, 21, 1873, 996)
(101, 621, 1993, 986)
(1001, 621, 2039, 1751)
(1001, 221, 2143, 198)
(10001, 221, 2267, 1615)
(1001, 421, 2351, 699)
